Month,Year,Region,Dengue_Cases,Dengue_Deaths,MonthNum,Date,YearMonth,Lag1_Cases,Lag2_Cases,Lag3_Cases,Month_Sin,Month_Cos,MA3_Cases,MA6_Cases,MA12_Cases,EWMA3_Cases,MoM_Growth,YoY_Growth,Outbreak,Outbreak_Level,Risk_Score,Risk_Level
March,2018,Region IX,288,3,3,2018-03-01,2018-03,341.0,299.0,208.0,1.0,6.123233995736766e-17,309.3333333333333,240.0,334.1666666666667,292.6987301163281,-0.15542521994134895,0.10344827586206895,0,0,5.430559386973179,中
April,2018,Region IX,220,0,4,2018-04-01,2018-04,288.0,341.0,299.0,0.8660254037844387,-0.4999999999999998,283.0,258.6666666666667,328.25,256.3493649227521,-0.23611111111111116,-0.24398625429553267,0,0,5.195852386171662,中
May,2018,Region IX,315,2,5,2018-05-01,2018-05,220.0,288.0,341.0,0.49999999999999994,-0.8660254037844387,274.3333333333333,278.5,330.0833333333333,285.6746825159987,0.4318181818181819,0.07508532423208192,0,0,5.265867003333037,中
June,2018,Region IX,366,1,6,2018-06-01,2018-06,315.0,220.0,288.0,1.2246467991473532e-16,-1.0,300.3333333333333,304.8333333333333,317.1666666666667,325.83734129540375,0.161904761904762,-0.2975047984644914,0,0,5.303015873015873,中
July,2018,Region IX,754,5,7,2018-07-01,2018-07,366.0,315.0,220.0,-0.4999999999999997,-0.8660254037844388,478.3333333333333,380.6666666666667,306.5,539.9186707473913,1.0601092896174862,-0.14512471655328796,0,0,6.564963497282774,高
August,2018,Region IX,780,11,8,2018-08-01,2018-08,754.0,366.0,315.0,-0.8660254037844385,-0.5000000000000004,633.3333333333334,453.8333333333333,332.5,659.9593354016448,0.034482758620689724,0.6666666666666667,0,0,6.9266303724490275,高
September,2018,Region IX,658,4,9,2018-09-01,2018-09,780.0,754.0,366.0,-1.0,-1.8369701987210297e-16,730.6666666666666,515.5,377.75,658.9796677007083,-0.1564102564102564,4.721739130434782,0,0,6.75,高
October,2018,Region IX,630,7,10,2018-10-01,2018-10,658.0,780.0,754.0,-0.8660254037844386,0.5000000000000001,689.3333333333334,583.8333333333334,421.25,644.4898338495108,-0.04255319148936165,4.833333333333333,0,0,6.475480947161671,高
November,2018,Region IX,700,11,11,2018-11-01,2018-11,630.0,658.0,780.0,-0.5000000000000004,0.8660254037844384,662.6666666666666,648.0,463.25,672.2449169255632,0.11111111111111116,2.5714285714285716,0,0,6.586592058272782,高
December,2018,Region IX,810,5,12,2018-12-01,2018-12,700.0,630.0,658.0,-2.4492935982947064e-16,1.0,713.3333333333334,722.0,513.4166666666666,741.1224584637839,0.15714285714285725,2.894230769230769,0,1,6.9071428571428575,高
January,2019,Region IX,775,7,1,2019-01-01,2019-01,810.0,700.0,630.0,0.49999999999999994,0.8660254037844387,761.6666666666666,725.5,553.0833333333334,758.0612292320152,-0.043209876543209846,1.591973244147157,0,0,7.225480947161671,高
February,2019,Region IX,1003,5,2,2019-02-01,2019-02,775.0,810.0,700.0,0.8660254037844386,0.5000000000000001,862.6666666666666,762.6666666666666,608.25,880.5306146164531,0.29419354838709677,1.9413489736070382,0,1,8.068712601225426,极高
March,2019,Region IX,1105,10,3,2019-03-01,2019-03,1003.0,775.0,810.0,1.0,6.123233995736766e-17,961.0,837.1666666666666,676.3333333333334,992.7653073084307,0.10169491525423724,2.8368055555555554,0,1,8.351694915254237,极高
April,2019,Region IX,948,11,4,2019-04-01,2019-04,1105.0,1003.0,775.0,0.8660254037844387,-0.4999999999999998,1018.6666666666666,890.1666666666666,737.0,970.382653654195,-0.14208144796380096,3.3090909090909095,0,1,8.524519052838329,极高
May,2019,Region IX,1602,8,5,2019-05-01,2019-05,948.0,1105.0,1003.0,0.49999999999999994,-0.8660254037844387,1218.3333333333333,1040.5,844.25,1286.191326827241,0.6898734177215189,4.085714285714285,0,2,9.214392470559847,极高
June,2019,Region IX,3201,11,6,2019-06-01,2019-06,1602.0,948.0,1105.0,1.2246467991473532e-16,-1.0,1917.0,1439.0,1080.5,2243.5956634138383,0.9981273408239701,7.745901639344263,0,2,9.24812734082397,极高
July,2019,Region IX,7024,20,7,2019-07-01,2019-07,3201.0,1602.0,948.0,-0.4999999999999997,-0.8660254037844388,3942.3333333333335,2480.5,1603.0,4633.797831707191,1.1943142767885035,8.315649867374006,1,4,8.774519052838329,极高
August,2019,Region IX,4233,20,8,2019-08-01,2019-08,7024.0,3201.0,1602.0,-0.8660254037844385,-0.5000000000000004,4819.333333333333,3018.8333333333335,1890.75,4433.398915853584,-0.3973519362186788,4.426923076923077,1,3,7.225480947161671,高
September,2019,Region IX,3304,4,9,2019-09-01,2019-09,4233.0,7024.0,3201.0,-1.0,-1.8369701987210297e-16,4853.666666666667,3385.3333333333335,2111.25,3868.699457926776,-0.21946609969288922,4.0212765957446805,1,3,6.75,高
October,2019,Region IX,1773,7,10,2019-10-01,2019-10,3304.0,4233.0,7024.0,-0.8660254037844386,0.5000000000000001,3103.3333333333335,3522.8333333333335,2206.5,2820.8497289633733,-0.46337772397094434,1.8142857142857145,0,2,6.475480947161671,高
November,2019,Region IX,1507,3,11,2019-11-01,2019-11,1773.0,3304.0,4233.0,-0.5000000000000004,0.8660254037844384,2194.6666666666665,3507.0,2273.75,2163.924864481682,-0.1500282007896221,1.152857142857143,0,1,6.475480947161671,高
December,2019,Region IX,972,2,12,2019-12-01,2019-12,1507.0,1773.0,3304.0,-2.4492935982947064e-16,1.0,1417.3333333333333,3135.5,2287.25,1567.9624322408388,-0.35500995355009957,0.19999999999999996,0,1,5.95,中
January,2016,Region V,237,0,1,2016-01-01,2016-01,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,237.0,237.0,237.0,237.0,0.0,0.0,0,0,2.015480947161671,低
February,2016,Region V,161,0,2,2016-02-01,2016-02,237.0,0.0,0.0,0.8660254037844386,0.5000000000000001,199.0,199.0,199.0,186.33333333333334,-0.32067510548523204,0.0,0,0,3.859852386171662,低
March,2016,Region V,118,2,3,2016-03-01,2016-03,161.0,237.0,0.0,1.0,6.123233995736766e-17,172.0,172.0,172.0,147.28571428571428,-0.26708074534161486,0.0,0,0,3.7893333333333334,低
April,2016,Region V,94,1,4,2016-04-01,2016-04,118.0,161.0,237.0,0.8660254037844387,-0.4999999999999998,124.33333333333333,152.5,152.5,118.86666666666666,-0.2033898305084746,0.0,0,0,3.6469634972827736,低
May,2016,Region V,96,0,5,2016-05-01,2016-05,94.0,118.0,161.0,0.49999999999999994,-0.8660254037844387,102.66666666666667,141.2,141.2,107.06451612903226,0.02127659574468077,0.0,0,0,3.452017870805232,低
June,2016,Region V,106,0,6,2016-06-01,2016-06,96.0,94.0,118.0,1.2246467991473532e-16,-1.0,98.66666666666667,135.33333333333334,135.33333333333334,106.52380952380952,0.10416666666666674,0.0,0,0,3.2590555555555554,低
July,2016,Region V,248,2,7,2016-07-01,2016-07,106.0,96.0,94.0,-0.4999999999999997,-0.8660254037844388,150.0,137.16666666666666,151.42857142857142,177.8188976377953,1.3396226415094339,0.0,0,0,3.9105190528383296,低
August,2016,Region V,346,1,8,2016-08-01,2016-08,248.0,106.0,96.0,-0.8660254037844385,-0.5000000000000004,233.33333333333334,168.0,175.75,262.2392156862745,0.39516129032258074,0.0,0,0,3.88642001526203,低
September,2016,Region V,378,7,9,2016-09-01,2016-09,346.0,248.0,106.0,-1.0,-1.8369701987210297e-16,324.0,211.33333333333334,198.22222222222223,320.2328767123288,0.09248554913294793,0.0,0,0,3.998485549132948,低
October,2016,Region V,319,3,10,2016-10-01,2016-10,378.0,346.0,248.0,-0.8660254037844386,0.5000000000000001,347.6666666666667,248.83333333333334,210.3,319.6158357771261,-0.15608465608465605,0.0,0,0,3.90236983605056,低
November,2016,Region V,242,0,11,2016-11-01,2016-11,319.0,378.0,346.0,-0.5000000000000004,0.8660254037844384,313.0,273.1666666666667,213.1818181818182,280.78895945285785,-0.24137931034482762,0.0,0,0,3.4328142804950037,低
December,2016,Region V,187,0,12,2016-12-01,2016-12,242.0,319.0,378.0,-2.4492935982947064e-16,1.0,249.33333333333334,286.6666666666667,211.0,233.88302808302808,-0.2272727272727273,0.0,0,0,3.0331111111111113,低
January,2017,Region V,232,1,1,2017-01-01,2017-01,187.0,242.0,319.0,0.49999999999999994,0.8660254037844387,220.33333333333334,284.0,210.58333333333334,232.9413990965694,0.2406417112299466,-0.021097046413502074,0,0,3.322567102836062,低
February,2017,Region V,178,1,2,2017-02-01,2017-02,232.0,187.0,242.0,0.8660254037844386,0.5000000000000001,199.0,256.0,212.0,205.4690227675029,-0.23275862068965514,0.10559006211180133,0,0,3.935442448283464,低
March,2017,Region V,111,0,3,2017-03-01,2017-03,178.0,232.0,187.0,1.0,6.123233995736766e-17,173.66666666666666,211.5,211.41666666666666,158.23306985686818,-0.3764044943820225,-0.05932203389830504,0,0,3.896888888888889,低
April,2017,Region V,130,1,4,2017-04-01,2017-04,111.0,178.0,232.0,0.8660254037844387,-0.4999999999999998,139.66666666666666,180.0,214.41666666666666,144.11631952391852,0.1711711711711712,0.38297872340425543,0,0,4.210224502969311,中
May,2017,Region V,66,1,5,2017-05-01,2017-05,130.0,111.0,178.0,0.49999999999999994,-0.8660254037844387,102.33333333333333,150.66666666666666,211.91666666666666,105.05786176957527,-0.49230769230769234,-0.3125,0,0,3.6456301639494404,低
June,2017,Region V,163,1,6,2017-06-01,2017-06,66.0,130.0,111.0,1.2246467991473532e-16,-1.0,119.66666666666667,146.66666666666666,216.66666666666666,134.02904140106736,1.4696969696969697,0.5377358490566038,0,0,4.582624737945492,中
July,2017,Region V,373,1,7,2017-07-01,2017-07,163.0,66.0,130.0,-0.4999999999999997,-0.8660254037844388,200.66666666666666,170.16666666666666,227.08333333333334,253.51474860143395,1.2883435582822087,0.5040322580645162,0,0,4.925440199791734,中
August,2017,Region V,435,2,8,2017-08-01,2017-08,373.0,163.0,66.0,-0.8660254037844385,-0.5000000000000004,323.6666666666667,213.0,234.5,344.25746083971103,0.16621983914209126,0.25722543352601157,0,1,4.9658151087186635,中
September,2017,Region V,367,2,9,2017-09-01,2017-09,435.0,373.0,163.0,-1.0,-1.8369701987210297e-16,391.6666666666667,255.66666666666666,233.58333333333334,355.628735842102,-0.15632183908045982,-0.02910052910052907,0,0,4.665555555555556,中
October,2017,Region V,508,5,10,2017-10-01,2017-10,367.0,435.0,373.0,-0.8660254037844386,0.5000000000000001,436.6666666666667,318.6666666666667,249.33333333333334,431.8143860851255,0.38419618528610355,0.5924764890282133,0,1,5.109709177031544,中
November,2017,Region V,323,6,11,2017-11-01,2017-11,508.0,367.0,435.0,-0.5000000000000004,0.8660254037844384,399.3333333333333,361.5,256.0833333333333,377.4071865567191,-0.3641732283464567,0.334710743801653,0,0,5.141302802074435,中
December,2017,Region V,339,3,12,2017-12-01,2017-12,323.0,508.0,367.0,-2.4492935982947064e-16,1.0,390.0,390.8333333333333,268.75,358.20359213373615,0.049535603715170184,0.8128342245989304,0,0,4.850369828314101,中
January,2018,Region V,297,3,1,2018-01-01,2018-01,339.0,323.0,508.0,0.49999999999999994,0.8660254037844387,319.6666666666667,378.1666666666667,274.1666666666667,327.60179515486345,-0.12389380530973448,0.2801724137931034,0,0,4.60520891651033,中
February,2018,Region V,168,2,2,2018-02-01,2018-02,297.0,339.0,323.0,0.8660254037844386,0.5000000000000001,268.0,333.6666666666667,273.3333333333333,247.80089638830566,-0.43434343434343436,-0.0561797752808989,0,0,4.449852386171662,中
March,2018,Region V,157,0,3,2018-03-01,2018-03,168.0,297.0,339.0,1.0,6.123233995736766e-17,207.33333333333334,298.6666666666667,277.1666666666667,202.40044785589313,-0.06547619047619047,0.4144144144144144,0,0,4.363525525525525,中
April,2018,Region V,173,1,4,2018-04-01,2018-04,157.0,168.0,297.0,0.8660254037844387,-0.4999999999999998,166.0,242.83333333333334,280.75,187.70022387318397,0.10191082802547768,0.3307692307692307,0,0,4.452532444966371,中
May,2018,Region V,136,1,5,2018-05-01,2018-05,173.0,157.0,168.0,0.49999999999999994,-0.8660254037844387,155.33333333333334,211.66666666666666,286.5833333333333,161.8501118884424,-0.21387283236994215,1.0606060606060606,0,0,5.080296830616107,中
June,2018,Region V,235,7,6,2018-06-01,2018-06,136.0,173.0,157.0,1.2246467991473532e-16,-1.0,181.33333333333334,194.33333333333334,292.5833333333333,198.42505597828426,0.7279411764705883,0.44171779141104284,0,0,4.840103412326076,中
July,2018,Region V,408,3,7,2018-07-01,2018-07,235.0,136.0,173.0,-0.4999999999999997,-0.8660254037844388,259.6666666666667,212.83333333333334,295.5,303.2125280379376,0.7361702127659575,0.09383378016085797,0,1,4.8800786013207,中
August,2018,Region V,355,3,8,2018-08-01,2018-08,408.0,235.0,136.0,-0.8660254037844385,-0.5000000000000004,332.6666666666667,244.0,288.8333333333333,329.10626402499764,-0.1299019607843137,-0.1839080459770115,0,0,4.78236983605056,中
September,2018,Region V,397,6,9,2018-09-01,2018-09,355.0,408.0,235.0,-1.0,-1.8369701987210297e-16,386.6666666666667,284.0,291.3333333333333,363.0531320164508,0.11830985915492964,0.08174386920980936,0,1,4.368942617253627,中
October,2018,Region V,320,3,10,2018-10-01,2018-10,397.0,355.0,408.0,-0.8660254037844386,0.5000000000000001,357.3333333333333,308.5,275.6666666666667,341.52656600697236,-0.19395465994962213,-0.3700787401574803,0,0,4.048592058272782,中
November,2018,Region V,355,3,11,2018-11-01,2018-11,320.0,397.0,355.0,-0.5000000000000004,0.8660254037844384,357.3333333333333,345.0,278.3333333333333,348.26328300368226,0.109375,0.09907120743034059,0,0,3.7950382657031225,低
December,2018,Region V,547,4,12,2018-12-01,2018-12,355.0,320.0,397.0,-2.4492935982947064e-16,1.0,407.3333333333333,397.0,295.6666666666667,447.63164150328714,0.5408450704225352,0.6135693215339233,0,1,5.392192169734236,中
January,2019,Region V,342,2,1,2019-01-01,2019-01,547.0,355.0,320.0,0.49999999999999994,0.8660254037844387,414.6666666666667,386.0,299.4166666666667,394.81582075125925,-0.3747714808043876,0.1515151515151516,0,0,5.759218320899045,中
February,2019,Region V,387,9,2,2019-02-01,2019-02,342.0,547.0,355.0,0.8660254037844386,0.5000000000000001,425.3333333333333,391.3333333333333,317.6666666666667,390.9079103756154,0.13157894736842102,1.3035714285714284,0,0,6.375875777984528,高
March,2019,Region V,436,7,3,2019-03-01,2019-03,387.0,342.0,547.0,1.0,6.123233995736766e-17,388.3333333333333,397.8333333333333,340.9166666666667,413.45395518784875,0.12661498708010344,1.7770700636942673,0,1,6.993059431524548,高
April,2019,Region V,223,2,4,2019-04-01,2019-04,436.0,387.0,342.0,0.8660254037844387,-0.4999999999999998,348.6666666666667,381.6666666666667,345.0833333333333,318.2269775938378,-0.48853211009174313,0.2890173410404624,0,0,6.591758616101014,高
May,2019,Region V,205,3,5,2019-05-01,2019-05,223.0,436.0,387.0,0.49999999999999994,-0.8660254037844387,288.0,356.6666666666667,350.8333333333333,261.61348879689314,-0.08071748878923768,0.5073529411764706,0,0,5.3298719940148,中
June,2019,Region V,547,9,6,2019-06-01,2019-06,205.0,223.0,436.0,1.2246467991473532e-16,-1.0,325.0,356.6666666666667,376.8333333333333,404.306744398479,1.6682926829268294,1.3276595744680852,0,1,6.563333333333333,高
July,2019,Region V,1371,10,7,2019-07-01,2019-07,547.0,205.0,223.0,-0.4999999999999997,-0.8660254037844388,707.6666666666666,528.1666666666666,457.0833333333333,887.6533721992945,1.506398537477148,2.360294117647059,1,3,8.774519052838329,极高
August,2019,Region V,2281,12,8,2019-08-01,2019-08,1371.0,547.0,205.0,-0.8660254037844385,-0.5000000000000004,1399.6666666666667,843.8333333333334,617.5833333333334,1584.3266860996869,0.6637490882567469,5.425352112676056,1,3,7.889230035418418,高
September,2019,Region V,2846,16,9,2019-09-01,2019-09,2281.0,1371.0,547.0,-1.0,-1.8369701987210297e-16,2166.0,1245.5,821.6666666666666,2215.1633430498614,0.24769837790442795,6.168765743073048,1,4,6.9976983779044275,高
October,2019,Region V,1292,7,10,2019-10-01,2019-10,2846.0,2281.0,1371.0,-0.8660254037844386,0.5000000000000001,2139.6666666666665,1423.6666666666667,902.6666666666666,1753.5816715249243,-0.5460295151089248,3.0374999999999996,0,2,6.475480947161671,高
November,2019,Region V,648,4,11,2019-11-01,2019-11,1292.0,2846.0,2281.0,-0.5000000000000004,0.8660254037844384,1595.3333333333333,1497.5,927.0833333333334,1200.7908357624583,-0.4984520123839009,0.8253521126760563,0,2,6.300833059837728,高
December,2019,Region V,563,7,12,2019-12-01,2019-12,648.0,1292.0,2846.0,-2.4492935982947064e-16,1.0,834.3333333333334,1500.1666666666667,928.4166666666666,881.895417881228,-0.13117283950617287,0.02925045703839113,0,2,5.779250457038391,中
January,2016,Region VI,971,1,1,2016-01-01,2016-01,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,971.0,971.0,971.0,971.0,0.0,0.0,0,0,3.225480947161671,低
February,2016,Region VI,674,2,2,2016-02-01,2016-02,971.0,0.0,0.0,0.8660254037844386,0.5000000000000001,822.5,822.5,822.5,773.0,-0.305870236869207,0.0,0,0,6.774519052838329,高
March,2016,Region VI,596,1,3,2016-03-01,2016-03,674.0,971.0,0.0,1.0,6.123233995736766e-17,747.0,747.0,747.0,671.8571428571429,-0.11572700296735905,0.0,0,0,7.25,高
April,2016,Region VI,560,1,4,2016-04-01,2016-04,596.0,674.0,971.0,0.8660254037844387,-0.4999999999999998,610.0,700.25,700.25,612.2,-0.06040268456375841,0.0,0,0,7.524519052838329,高
May,2016,Region VI,782,3,5,2016-05-01,2016-05,560.0,596.0,674.0,0.49999999999999994,-0.8660254037844387,646.0,716.6,716.6,699.8387096774194,0.39642857142857135,0.0,0,0,7.9209476242669,高
June,2016,Region VI,1137,4,6,2016-06-01,2016-06,782.0,560.0,596.0,1.2246467991473532e-16,-1.0,826.3333333333334,786.6666666666666,786.6666666666666,921.8888888888889,0.45396419437340163,0.0,0,0,7.703964194373402,高
July,2016,Region VI,4993,17,7,2016-07-01,2016-07,1137.0,782.0,560.0,-0.4999999999999997,-0.8660254037844388,2304.0,1457.0,1387.5714285714287,2973.472440944882,3.391380826737027,0.0,0,2,7.774519052838329,高
August,2016,Region VI,7155,22,8,2016-08-01,2016-08,4993.0,1137.0,782.0,-0.8660254037844385,-0.5000000000000004,4428.333333333333,2537.1666666666665,2108.5,5072.435294117647,0.4330062086921691,0.0,0,2,6.65848715585384,高
September,2016,Region VI,5039,16,9,2016-09-01,2016-09,7155.0,4993.0,1137.0,-1.0,-1.8369701987210297e-16,5729.0,3277.6666666666665,2434.1111111111113,5055.684931506849,-0.29573724668064294,0.0,0,2,5.75,中
October,2016,Region VI,2562,12,10,2016-10-01,2016-10,5039.0,7155.0,4993.0,-0.8660254037844386,0.5000000000000001,4918.666666666667,3611.3333333333335,2446.9,3807.6236559139784,-0.49156578686247276,0.0,0,1,5.475480947161671,中
November,2016,Region VI,1058,5,11,2016-11-01,2016-11,2562.0,5039.0,7155.0,-0.5000000000000004,0.8660254037844384,2886.3333333333335,3657.3333333333335,2320.6363636363635,2432.1402051783098,-0.5870413739266198,0.0,0,0,5.475480947161671,中
December,2016,Region VI,643,3,12,2016-12-01,2016-12,1058.0,2562.0,5039.0,-2.4492935982947064e-16,1.0,1421.0,3575.0,2180.8333333333335,1537.3516483516485,-0.3922495274102079,0.0,0,0,5.75,中
January,2017,Region VI,727,5,1,2017-01-01,2017-01,643.0,1058.0,2562.0,0.49999999999999994,0.8660254037844387,809.3333333333334,2864.0,2160.5,1132.1263581980222,0.13063763608087098,-0.25128733264675596,0,0,6.356118583242542,高
February,2017,Region VI,454,5,2,2017-02-01,2017-02,727.0,643.0,1058.0,0.8660254037844386,0.5000000000000001,608.0,1747.1666666666667,2142.1666666666665,793.0424830617103,-0.37551581843191195,-0.32640949554896137,0,0,6.774519052838329,高
March,2017,Region VI,336,2,3,2017-03-01,2017-03,454.0,727.0,643.0,1.0,6.123233995736766e-17,505.6666666666667,963.3333333333334,2120.5,564.51426740318,-0.2599118942731278,-0.43624161073825507,0,0,6.6595555555555555,高
April,2017,Region VI,310,6,4,2017-04-01,2017-04,336.0,454.0,727.0,0.8660254037844387,-0.4999999999999998,366.6666666666667,588.0,2099.6666666666665,437.25519188220034,-0.07738095238095233,-0.4464285714285714,0,0,5.762741275060551,中
May,2017,Region VI,346,3,5,2017-05-01,2017-05,310.0,336.0,454.0,0.49999999999999994,-0.8660254037844387,330.6666666666667,469.3333333333333,2063.3333333333335,391.6272478275133,0.11612903225806459,-0.5575447570332481,0,0,5.602870307318615,中
June,2017,Region VI,630,5,6,2017-06-01,2017-06,346.0,310.0,336.0,1.2246467991473532e-16,-1.0,428.6666666666667,467.1666666666667,2021.0833333333333,510.814078575434,0.8208092485549132,-0.445910290237467,0,0,6.575698137443802,高
July,2017,Region VI,1577,12,7,2017-07-01,2017-07,630.0,346.0,310.0,-0.4999999999999997,-0.8660254037844388,851.0,608.8333333333334,1736.4166666666667,1043.9080560837863,1.5031746031746032,-0.6841578209493291,0,0,7.774519052838329,高
August,2017,Region VI,2291,10,8,2017-08-01,2017-08,1577.0,630.0,346.0,-0.8660254037844385,-0.5000000000000004,1499.3333333333333,915.0,1331.0833333333333,1667.4546227022388,0.4527584020291693,-0.6798043326345213,0,1,6.67823934919084,高
September,2017,Region VI,686,648,9,2017-09-01,2017-09,2291.0,1577.0,630.0,-1.0,-1.8369701987210297e-16,1518.0,973.3333333333334,968.3333333333334,1176.7270773539913,-0.7005674378000872,-0.8638618773566183,0,0,5.75,中
October,2017,Region VI,488,668,10,2017-10-01,2017-10,686.0,2291.0,1577.0,-0.8660254037844386,0.5000000000000001,1155.0,1003.0,795.5,832.3634565743105,-0.2886297376093294,-0.8095238095238095,0,0,5.475480947161671,中
November,2017,Region VI,627,8,11,2017-11-01,2017-11,488.0,686.0,2291.0,-0.5000000000000004,0.8660254037844384,600.3333333333334,1049.8333333333333,759.5833333333334,729.6817160465379,0.2848360655737705,-0.40737240075614367,0,0,5.688317012735442,中
December,2017,Region VI,811,8,12,2017-12-01,2017-12,627.0,488.0,686.0,-2.4492935982947064e-16,1.0,642.0,1080.0,773.5833333333334,770.3408604467428,0.2934609250398723,0.26127527216174173,0,0,6.304736197201613,高
January,2018,Region VI,755,3,1,2018-01-01,2018-01,811.0,627.0,488.0,0.49999999999999994,0.8660254037844387,731.0,943.0,775.9166666666666,762.6704299947747,-0.06905055487053025,0.038514442916093516,0,0,6.263995390077764,高
February,2018,Region VI,574,3,2,2018-02-01,2018-02,755.0,811.0,627.0,0.8660254037844386,0.5000000000000001,713.3333333333334,656.8333333333334,785.9166666666666,668.3352135916831,-0.2397350993377484,0.26431718061674014,0,0,7.038836233455069,高
March,2018,Region VI,456,6,3,2018-03-01,2018-03,574.0,755.0,811.0,1.0,6.123233995736766e-17,595.0,618.5,795.9166666666666,562.1676060048312,-0.20557491289198604,0.3571428571428572,0,0,7.59047619047619,高
April,2018,Region VI,487,5,4,2018-04-01,2018-04,456.0,574.0,755.0,0.8660254037844387,-0.4999999999999998,505.6666666666667,618.3333333333334,810.6666666666666,524.583802862405,0.06798245614035081,0.5709677419354839,0,0,7.58502480646972,高
May,2018,Region VI,545,2,5,2018-05-01,2018-05,487.0,456.0,574.0,0.49999999999999994,-0.8660254037844387,496.0,604.6666666666666,827.25,534.7919014502166,0.1190965092402465,0.5751445086705202,0,0,7.794093404082429,高
June,2018,Region VI,1017,13,6,2018-06-01,2018-06,545.0,487.0,456.0,1.2246467991473532e-16,-1.0,683.0,639.0,859.5,775.895950949654,0.8660550458715597,0.6142857142857143,0,0,8.730340760157274,极高
July,2018,Region VI,2701,15,7,2018-07-01,2018-07,1017.0,545.0,487.0,-0.4999999999999997,-0.8660254037844388,1421.0,963.3333333333334,953.1666666666666,1738.44797592305,1.6558505408062931,0.7127457197209892,0,1,8.487264772559318,极高
August,2018,Region VI,2639,16,8,2018-08-01,2018-08,2701.0,1017.0,545.0,-0.8660254037844385,-0.5000000000000004,2119.0,1307.5,982.1666666666666,2188.7239880663633,-0.02295446131062573,0.1518987341772151,0,1,6.377379681338886,高
September,2018,Region VI,2846,21,9,2018-09-01,2018-09,2639.0,2701.0,1017.0,-1.0,-1.8369701987210297e-16,2728.6666666666665,1705.8333333333333,1162.1666666666667,2517.36199407144,0.07843880257673352,3.14868804664723,0,1,6.828438802576733,高
October,2018,Region VI,1903,9,10,2018-10-01,2018-10,2846.0,2639.0,2701.0,-0.8660254037844386,0.5000000000000001,2462.6666666666665,1941.8333333333333,1280.0833333333333,2210.1809970178397,-0.33134223471539004,2.8995901639344264,0,0,6.475480947161671,高
November,2018,Region VI,1724,9,11,2018-11-01,2018-11,1903.0,2846.0,2639.0,-0.5000000000000004,0.8660254037844384,2157.6666666666665,2138.3333333333335,1371.5,1967.090498501845,-0.09406200735680503,1.7496012759170654,0,0,6.475480947161671,高
December,2018,Region VI,1935,7,12,2018-12-01,2018-12,1724.0,1903.0,2846.0,-2.4492935982947064e-16,1.0,1854.0,2291.3333333333335,1465.1666666666667,1951.045249250689,0.12238979118329474,1.3859432799013565,0,0,6.872389791183295,高
January,2019,Region VI,1426,10,1,2019-01-01,2019-01,1935.0,1724.0,1903.0,0.49999999999999994,0.8660254037844387,1695.0,2078.8333333333335,1521.0833333333333,1688.5226246234345,-0.2630490956072351,0.8887417218543046,0,0,7.114222669015976,高
February,2019,Region VI,2003,8,2,2019-02-01,2019-02,1426.0,1935.0,1724.0,0.8660254037844386,0.5000000000000001,1788.0,1972.8333333333333,1640.1666666666667,1845.7613123122892,0.4046283309957923,2.489547038327526,0,1,8.17914738383412,极高
March,2019,Region VI,2262,19,3,2019-03-01,2019-03,2003.0,1426.0,1935.0,1.0,6.123233995736766e-17,1897.0,1875.5,1790.6666666666667,2053.8806561565234,0.12930604093859221,3.9605263157894735,0,1,8.379306040938593,极高
April,2019,Region VI,1199,7,4,2019-04-01,2019-04,2262.0,2003.0,1426.0,0.8660254037844387,-0.4999999999999998,1821.3333333333333,1758.1666666666667,1850.0,1626.440328077873,-0.46993810786914236,1.462012320328542,0,0,8.524519052838329,极高
May,2019,Region VI,1386,9,5,2019-05-01,2019-05,1199.0,2262.0,2003.0,0.49999999999999994,-0.8660254037844387,1615.6666666666667,1701.8333333333333,1920.0833333333333,1506.2201640388816,0.15596330275229353,1.543119266055046,0,0,8.680482355590623,极高
June,2019,Region VI,4859,31,6,2019-06-01,2019-06,1386.0,1199.0,2262.0,1.2246467991473532e-16,-1.0,2481.3333333333335,2189.1666666666665,2240.25,3182.610082019822,2.505772005772006,3.7777777777777777,0,1,9.25,极高
July,2019,Region VI,13564,48,7,2019-07-01,2019-07,4859.0,1386.0,1199.0,-0.4999999999999997,-0.8660254037844388,6603.0,4212.166666666667,3145.5,8373.3050410105,1.7915208890718253,4.021843761569789,1,3,8.774519052838329,极高
August,2019,Region VI,18090,54,8,2019-08-01,2019-08,13564.0,4859.0,1386.0,-0.8660254037844385,-0.5000000000000004,12171.0,6893.333333333333,4433.083333333333,13231.652520505526,0.33367738130345037,5.854869268662372,1,4,7.559158328465122,高
September,2019,Region VI,9048,32,9,2019-09-01,2019-09,18090.0,13564.0,4859.0,-1.0,-1.8369701987210297e-16,13567.333333333334,8024.333333333333,4949.916666666667,11139.826260252703,-0.49983416252072965,2.179198875614898,1,3,6.75,高
October,2019,Region VI,3475,8,10,2019-10-01,2019-10,9048.0,18090.0,13564.0,-0.8660254037844386,0.5000000000000001,10204.333333333334,8403.666666666666,5080.916666666667,7307.413130126297,-0.6159372236958444,0.8260641093011034,0,1,6.301545056462775,高
